business_id,name,city,state,stars,review_count,main_category,delivery,outdoor_seating,reservations,wifi,latitude,longitude
v5T1Q21TT1_S_aY_G8Mf-g,Mr. Baja Fish,Tucson,AZ,4.0,69,Seafood,True,False,False,,32.2873778,-110.9657056
w0lcP2ngFaUpBGi5yzlYDw,Yah Mon,Tampa,FL,4.5,697,Caribbean,True,None,True,u'free',27.9422145,-82.4629632
GgcvRnt5_z3NEC0D6vNncQ,Cafe Buenos Aires,Santa Barbara,CA,3.5,56,Argentine,False,True,True,,34.424829,-119.706032
Y70T1eClNnw_PlBkr1IHqg,Panda Express,Tucson,AZ,1.5,44,Chinese,True,True,False,'no',32.1342676,-110.9998502
N-CBZKO37y_WSUN7ZMNGkg,Taqueria El Pastorcito,Santa Barbara,CA,4.0,66,Mexican,None,False,False,'no',34.4397058,-119.7708382
TghRoAMx43V-9l7mH-SENg,Crabby Bills Clearwater Beach,Clearwater Beach,FL,3.5,408,Seafood,False,True,False,u'no',27.9770768,-82.8277495
eqNutOMnPqKa9QDAY6KfEw,J'aime French Bakery,Philadelphia,PA,4.5,310,Juice Bars & Smoothies,True,True,,u'free',39.948081,-75.1608093
_9JumTIHEQgTV9-gGe_TWg,Sligo,Glen Mills,PA,3.0,27,Pubs,False,True,True,u'free',39.8832511815,-75.5276414907
P7oAQxDu8rapFn8QY0nmyA,LesbiVeggies,Audubon ,NJ,4.5,52,Vegetarian,,,,u'free',39.893852132,-75.0719857
sfbg2kxnvKpmlIuCUas5TA,Lucky Wok Restaurant,Philadelphia,PA,2.5,6,Chinese,False,False,False,u'no',40.0342865,-75.1307075
Gg_9lJOk0I8HDOw-Vj8P5Q,Café Zupas,Boise,ID,3.0,75,Desserts,True,False,False,'free',43.6105374506,-116.1941686466
dwoqTu3q0D_T2UfT7cgHqw,Pia Urban Cafe & Market,Indianapolis,IN,5.0,40,Bagels,False,True,False,'free',39.7687205,-86.1153179
UGebrYgNZrMzbGbcI01JWA,Hiccups & Churroholic,Tampa,FL,4.5,108,Juice Bars & Smoothies,True,True,,,28.0645829885,-82.5057124
yP-93hQPe8q8a4D-HlP1dg,Rico’s Food Factory,Holiday,FL,5.0,6,Sandwiches,True,,,,28.1789028,-82.743308
L3u4I6wHtwMQJ-ZtvfrkkQ,McDonald's,Marana,AZ,1.5,36,Burgers,True,True,False,u'free',32.424583,-111.043025
K51bVqlGcpTMDK3-SDkBeQ,Panera Bread,Nashville,TN,2.5,80,Coffee & Tea,True,True,False,'free',36.1457641,-86.6682195
pym7c6ZFEtmoH16xN2ApBg,Katie's Restaurant & Bar,New Orleans,LA,4.5,1289,American (Traditional),True,True,True,u'no',29.9730943,-90.0959144
8cLbpSZOHnmzxzDNSBGQCA,About BBQ,Philadelphia,PA,4.0,14,Barbeque,False,False,True,u'free',39.9554168697,-75.1554945434
EjFp57Nd4bVgb5GNn-XnuA,Tokyo,Tampa,FL,3.5,155,Chinese,True,True,False,'no',27.9969683,-82.5701668
iPM6J0JxLjXZtExli1OBDA,Burger King,Marlton,NJ,2.5,8,Fast Food,False,False,False,,39.8928598,-74.9157392
cwSlDlrmK1qlOWH9zDuNKQ,Domino's Pizza,Marlton,NJ,3.5,24,Chicken Wings,True,False,False,,39.8953038,-74.9212882
9dGzGbNKLMP0_wOqI5GffQ,Jasmine Thai,Brandon,FL,4.0,195,Thai,True,False,True,u'no',27.9213164796,-82.3168221354
BVF9gWOAItS-781FlzGA_w,Tango Grill Nashville,Nashville,TN,5.0,10,Argentine,False,False,False,,36.0829465,-86.7023219
CB7nXPd5h_YLzcgfDo2DCg,Mike's Breakfast,Philadelphia,PA,3.0,15,Breakfast & Brunch,True,False,False,u'no',40.045729,-75.11891
dcpWZ6Yk_S0HqTlNBi8jiA,The Woodrack Cafe,Edmonton,AB,4.0,60,Coffee & Tea,False,False,False,u'free',53.5124378,-113.5120394
WzWBfCHurRUGpQuXkMnfow,Copa Cabana,Edmonton,AB,2.0,5,Latin American,False,False,,,53.5188479,-113.495416
Y2MuQoT_SpfzZxjn5JY7Ag,Whitts Barbecue,Franklin,TN,4.5,14,Event Planning & Services,True,False,False,,35.9148575,-86.8366202
Mnr3Qp-sPIpuIjKzENqxVg,Krab Kingz,Jennings,MO,2.5,18,Seafood,True,,,,38.7284109,-90.2760008
GoX9xsurR2_UNsJTzZVkjQ,Eggroll Queen Cafe,Chalfont,PA,4.0,29,Vietnamese,False,,,,40.2711832,-75.2236348
AmnnsJq4Pz1jJUFzHwtsOA,Chipotle Mexican Grill,Indianapolis,IN,3.0,65,Fast Food,True,True,False,'no',39.912878,-86.134275
9PJUTMsQQ48F-rDLwvu30w,Noble Hops,Tucson,AZ,3.0,28,American (New),,True,,,32.1202544,-110.937308
CPFKi2lZJazP6IdtCdDDyg,Coffeebar,Reno,NV,4.5,676,Coffee & Tea,True,True,False,u'free',39.5090563,-119.8149981
GTHXxbPypn7uWVQynK10sQ,Ruggieri's Pizza and More,Reno,NV,3.0,11,Italian,True,True,False,u'no',39.513781,-119.829137
5mgI6ZNWbWICn84OiRpczQ,Roundabout Market And Bistro,Reno,NV,4.0,10,Steakhouses,True,True,True,,39.5289369266,-119.9143981934
CBfW6HPqKP-46zadC1ktVw,Osborne Bi-Rite,Nashville,TN,3.5,6,Southern,False,,False,,36.1014833,-86.739948
nTZuJSfwCoNOyA1yS3rbOQ,The Silver Bough,Santa Barbara,CA,4.5,7,American (New),,,,,34.4212447,-119.640407
cOXVi0GEeQC6m8SN0Q522g,Sal & Pat's Pizza,Bellmawr,NJ,2.5,19,Cheesesteaks,True,,,,39.8683725,-75.0908092
5AOkxsg6UJQ_CoJTMBDUmQ,Ralph's on the Park,New Orleans,LA,4.0,299,American (New),False,True,True,u'free',29.983468,-90.098151
nGYXglmKHgUcovuTHIg6_A,Food Drunk Food Truck,New Orleans,LA,4.0,29,Event Planning & Services,False,,,,29.951066027,-90.0715321675
CS_GzUYlEPa6QHTRY224wQ,LongHorn Steakhouse,Norristown,PA,3.5,104,Barbeque,False,False,False,'free',40.1274771937,-75.4040751479
Jvmj49D0GGnvCpjN0LXqEg,Angie's Restaurant,Clearwater,FL,4.0,55,Breakfast & Brunch,False,False,False,'no',27.9654261,-82.796093
a7_KZUJknqRA4DHQ3j9ofA,Slowdown Grillpub,Aston,PA,3.0,60,Sports Bars,True,False,False,'no',39.8594186,-75.4271676
7enJKZ9W2Vkq62ryK28taQ,Brenda's On the Causeway,Dunedin,FL,4.0,62,American (New),False,False,False,u'free',28.0512415718,-82.7872824669
gABEjWGwhojrub_tXqE2uw,Global Quesadilla Company,Chesterfield,MO,3.5,146,American (New),True,False,False,u'no',38.6249339683,-90.516998
siwG4ZM7RjUDO52DI84m3w,Ray's Vegan Soul,St. Petersburg,FL,5.0,5,Soul Food,,,,,27.7676008,-82.6402915
7lwe7n-Yc-V9E_HfLAeylg,Pub & Kitchen,Philadelphia,PA,3.5,615,Pubs,True,True,True,u'no',39.9456566,-75.1747733
S6f2zH9m5FbQ-CQlbX8TAw,Muscle Maker Grill,Woodbury Heights,NJ,3.0,8,American (New),True,False,False,,39.8186891,-75.1616656
WtvENhqvWpjQtfe0OvUwSg,White Castle,Indianapolis,IN,2.5,20,Fast Food,True,True,False,,39.7887342,-86.1596367
Y2jDVmMpRzQRg6HkNvQc8g,Smyrna Cafe,Smyrna,TN,4.0,184,Cafes,False,False,True,'no',35.9416454189,-86.5283457257
x1zvE33a3y4lSKnbCsaAUA,Starbucks,Cherry Hill,NJ,3.5,25,Coffee & Tea,,True,,u'free',39.863652,-74.965009
lsGZzXIJbjrWtcFGLAW5sw,AM@FM,Nashville,TN,4.0,41,American (New),False,True,False,u'no',36.169304,-86.788028
o4_cgIKWgvJ09TZeSzARmg,Quality Pizza,Philadelphia,PA,3.0,19,Pizza,True,False,False,,40.0509209,-75.094581
Bt7NBqA31uOI4H_hvasLLg,HORN'S EATERY,New Orleans,LA,4.0,597,Caterers,False,True,False,u'free',29.9653626508,-90.059115658
UNRqCfwvvcU7jdbvExbhDg,The Grog Grill,Bryn Mawr,PA,3.5,125,Irish Pub,True,False,True,u'free',40.0226217,-75.3202699
5m3ND7lNNd6zo-bNQGoXhQ,Three 12 Sport Bar and Lounge,Philadelphia,PA,2.5,33,Lounges,True,True,True,u'free',39.9499452,-75.146352
IDGg4Ax0iMYBtSKRP0tBbg,Germantown Pizza,Philadelphia,PA,3.0,20,Pizza,True,True,False,u'no',39.9742039,-75.1420764
pTpZS84EQhvZaxhq6SSWNw,Petite Clouet Cafe,New Orleans,LA,4.5,18,Sandwiches,,True,,u'free',29.963326,-90.0454062
Ims_IgNKoDts2FdFNROQJQ,Los Machetes Authentic Mexican Restaurant,Prospect Park,PA,4.0,55,Mexican,True,,True,,39.8812654,-75.3080321
c6GTImF01z981_BNJIye2g,Chef JJ's Back Yard,Indianapolis,IN,4.5,41,Event Planning & Services,False,True,True,u'free',39.870073,-86.139953
FrCrCAYKtczmCZBaOGvbDQ,Tommy's Good Eats,Saint Louis,MO,2.5,14,Sandwiches,True,False,False,,38.5781358,-90.2939053
QVbv447epxdOBOHK7loQPA,Island Breeze Cafe,Madison,TN,4.5,12,Caribbean,True,False,True,u'free',36.252601,-86.718393
7J81xJFlMM244_f05k2egw,Hammerheads Bar & Grille,Philadelphia,PA,2.5,15,Dive Bars,False,False,False,u'no',40.0374692,-75.0417837
ucUWdlN_j1xqq2h8Ul6Z5w,Billy Bob's,Harvey,LA,1.5,14,American (Traditional),False,True,,u'free',29.8874047,-90.0556895
MiMRlsXOpHJMSTDAuw8s1w,Su’s Bowl,Isla Vista,CA,3.5,18,Chinese,True,True,False,u'free',34.4129239,-119.8573375
V4lqQdll3_TAEtkrHDYbAA,Italia Pizza & Pasta,Goleta,CA,3.5,24,Italian,True,True,False,u'no',34.4427601,-119.8306695
lkJki8fwC_RX9819nzfkCA,Supremos,Willingboro Township,NJ,3.0,7,Italian,True,,False,,40.0496068,-74.8990296
8sakdo8WkCjhKj3Q4hhvSA,Firehouse Subs,Ballwin,MO,4.0,22,Sandwiches,True,True,False,'no',38.5929525,-90.5456403
0z-unL2UdJn40PYiou2bnQ,Manny's Sicilia Pizza,Palmyra,NJ,3.5,37,Italian,True,False,False,u'free',40.0039604,-75.0225524
pQ0WQwBPdpngQi_HdPYIag,Thai Thanee,Abington,PA,4.0,18,Thai,False,False,True,,40.127007,-75.116683
Tl24lMv2aCuLs4u45NquJQ,Lamberti's Tutti Toscani,Cherry Hill,NJ,4.5,163,Italian,True,True,False,u'no',39.8892184,-75.0168699
9XkgYvXhYibe85V6mNE_TQ,Winners Bar and Grill Nashville,Nashville,TN,3.0,102,American (Traditional),True,True,True,'free',36.1495917,-86.7968607
47PQER5Q4OVmQhVZGE5nJg,Mexico Tipico,Lebanon,IL,4.5,26,Mexican,False,True,False,,38.5987159,-89.8081851
DW4ST1K1QWMangu5pUROSQ,Pop Inn,Chalfont,PA,3.5,45,Hot Dogs,,True,,,40.285725,-75.208165
wuv3jE5Lc23TcfC70qu-Mg,Subway,Nashville,TN,1.5,8,Pizza,True,False,False,'no',36.1512071078,-86.6256467248
CXYlEb_u1Wf63-xGeVpo1g,Farm To Fork Eatery,Sherwood Park,AB,3.5,10,Canadian (New),,True,True,,53.5610335,-113.3188545
5fqP38clcV-paOJL74SuVA,Submarine Gyro Town,Tampa,FL,3.5,12,Greek,None,False,False,u'no',27.9822819,-82.3734122
aG8XkIE_TMkr_QKSfaFBBg,Café Aqui,Tucson,AZ,5.0,11,Coffee & Tea,,False,,u'no',32.2114127557,-110.9684149887
bN7KQSVbEmRVJnQEkl3vkw,Nicks Gyros and Subs,Tampa,FL,3.5,29,Sandwiches,False,False,False,'no',27.9958027,-82.4213829
oBhJuukGRqPVvYBfTkhuZA,Square 1682,Philadelphia,PA,3.5,385,American (New),True,True,True,u'free',39.9508011,-75.1686108
6NEUgs0UGi-sHKYFH7T-bA,Taqueria La Calpeña,Camden,NJ,4.5,11,Mexican,False,False,False,u'free',39.9488597,-75.0882396
iJn64rU6vapSp8uTjmshcA,Popeye's Louisana Kitchen,Morton,PA,1.5,8,Chicken Wings,True,,,,39.9172916,-75.331789
-eLCHvtz99fc985UNL1rTA,Outback Steakhouse,Indianapolis,IN,3.5,17,Steakhouses,False,False,False,,39.9117677,-86.2202697
gEltZpDpY54boc3SaerMtg,Irie Bay Cafe,Tampa,FL,3.5,16,Caribbean,False,False,False,'free',27.9430052,-82.3365132
e0aGg7U132XQRup2qa0Ztg,Archway Sandwich Shop,Philadelphia,PA,3.0,7,Delis,,,False,,39.9528017,-75.1533475
y3RXPIuqr5Q0lId1K9Ai2A,Burger King,Kenner,LA,1.5,19,Burgers,True,False,False,,30.0055382373,-90.2322953148
zoAZydP_v380Yydf-2u3hw,The Mobile Bistro,Tucson,AZ,5.0,5,Event Planning & Services,,,,,32.2196564,-110.9700832
RdCkOekwvalnr6krftX46g,Fratelli,Warrington,PA,3.0,8,Pizza,True,,False,,40.214962,-75.143244
LAOdChV60GwEJHE7UwDKyw,Frankie's Deli,Clearwater,FL,3.5,26,Delis,True,False,False,u'free',27.9898789,-82.7563766
WLLmkBjtN8mr2vWTU8aaCQ,sweetgreen,King Of Prussia,PA,3.5,91,Salad,True,False,False,'free',40.0888477047,-75.3892213351
7czFDmcXhqzcqvUnenNg6w,Cini,Saint Louis,MO,3.0,9,Fast Food,,True,,,38.6536500187,-90.3492353364
C1QkJ4s_p3hMTrvOgM7ssA,The Enerjuicer,Tampa,FL,3.5,122,Juice Bars & Smoothies,True,None,False,u'free',27.9451157,-82.4978944
F87os-6oNyUAEeGxQJKFkw,McLeod Tavern,Edmonton,AB,2.0,13,Canadian (New),False,False,True,'free',53.5427738,-113.4834765
kgeiJzWSiXPnf-3wx7LHIQ,Panera Bread,Meridian,ID,3.0,81,Sandwiches,True,True,False,u'free',43.6361060294,-116.3547924344
eL673KqwAGpJQ4z-MAaZ7Q,Kokoro Ramen,Cherry Hill,NJ,4.5,62,Japanese,True,False,,u'no',39.8893026822,-75.0162957925
dEpvByPMG0BZ3E9JOem0NQ,Boston Pizza,Beaumont,AB,3.0,10,Italian,True,True,True,,53.3628181,-113.4172044
8MWOCQFGPLcKeyDqdoriDA,Garavelli's,Saint Louis,MO,4.0,9,American (Traditional),False,False,False,,38.591035,-90.304291
TPkwQL43WA79mQ7Gnx9XQw,Domino's Pizza,Saint Louis,MO,3.0,12,Pizza,True,,False,,38.4869389,-90.3818798
04UD14gamNjLY0IDYVhHJg,Dmitri's,Philadelphia,PA,4.0,273,Mediterranean,False,False,False,u'no',39.9380132,-75.1481307
7sKfrJmjG6unAQeWdQUe2w,Franzone's Pizzeria & Restaurant,Philadelphia,PA,3.5,110,Pizza,True,True,False,u'free',40.026465,-75.2244958
6kAXOzE7fqaBZINQV_-_mg,Kien Giang,Nashville,TN,3.5,326,Vietnamese,True,False,False,u'no',36.148333,-86.862353
WO5nr-4sjVs506BdCLL0aA,Kuchi Sushi & Hibachi,Tampa,FL,4.0,319,Japanese,True,False,True,'no',28.030876,-82.541377
lTVHJAvtFQbQb6cPstEXyA,China Bowl & State Street Cafe,Santa Barbara,CA,2.0,61,American (New),True,True,True,u'free',34.4235663,-119.6925452
0xe81EigRw_b5W8tg0Ca6Q,KFC,New Port Richey,FL,1.5,19,Fast Food,True,,False,'free',28.2771645,-82.673909
JYDd5sgn18DqDnTnq_tBRQ,Las Trojes Mexican Restaurant,Sparks,NV,3.0,106,Mexican,False,True,True,'no',39.5885582,-119.7254333
_eUOqZZxwQrk7Cx2RAeghg,The Port of Peri Peri - Ballwin,Ballwin,MO,4.0,25,Portuguese,True,,,,38.5965958,-90.4862273
14ZGwnDyydXdSBsLXpSUrA,Vientiane Café,Philadelphia,PA,4.0,304,Vietnamese,True,True,True,'no',39.9483087,-75.2178905
jlgi2sLx5i6_t4mcODJW7A,Redemption,New Orleans,LA,3.0,63,Breakfast & Brunch,False,True,True,u'free',29.9741719,-90.0974353
k4gi0CDSas1glukpWHtoFg,The Flying Bridge,St. Pete Beach,FL,3.5,62,American (New),False,True,False,'free',27.730499285,-82.7449756747
7kko-9WTh53VZ_PmrffrSQ,Tasty Tom's,Edmonton,AB,4.0,67,Breakfast & Brunch,False,True,False,u'free',53.517857954,-113.4884910012
W0IFKY22NruJ9dC02yvVqg,Kally K's Steakery & Fishery,Dunedin,FL,2.5,18,Seafood,False,True,True,'no',28.0198079969,-82.7603502986
cljHYek6vHtqUgUsnJBqmA,Pomme Cafe & Wine Bar,Saint Louis,MO,3.5,57,French,False,True,False,'no',38.6514594,-90.3378156
eFOexSu3Ywon4h8NtTOpKA,Thai Orchid Restaurant,Edmonton,AB,4.0,41,Thai,True,False,False,u'no',53.4762041,-113.4911558
42IIF87kg1Ay4AeS6r9SOQ,Pizza Hut,Indianapolis,IN,2.0,19,Pizza,True,False,False,'free',39.7971751,-85.9901685
ekBvLA43oEWEswUXZI0bYQ,Shawerma Palace,Wilmington,DE,4.5,8,Middle Eastern,True,,,,39.73989,-75.55074
NAbdYpm3Hn_XnhSQftsJNA,Wow Bao,Sparks,NV,2.0,13,Dim Sum,True,,,,39.5415900844,-119.7357798368
QExWORi8kxwQGdXlFXRc-Q,Frank's Diner,Hudson,FL,3.0,30,American (Traditional),False,False,False,'no',28.391744,-82.667798
ewhGlOAo3GYriPFnLV004g,China Star,Saint Petersburg,FL,3.0,6,Chinese,,,,,27.7524013,-82.6614647
f31Cl39cl2T-CwwqZoMGkQ,Ray's Subs,Trenton,NJ,3.5,39,Sandwiches,True,False,False,u'no',40.2519978278,-74.7763186544
aq26RY75PlTNsviW6wUC9A,Hooters,Tucson,AZ,3.5,109,Sports Bars,True,True,False,u'free',32.2205997635,-110.8379714749
VenhDgh9fRrh9c0Xq0LacQ,66 Q-pot,Pinellas Park,FL,4.0,113,Barbeque,False,False,True,u'free',27.8344865813,-82.7278812626
-zsvmEbkd-K9K2DAAKqiEQ,Salty's Island Bar & Grille,Clearwater Beach,FL,4.0,599,Mexican,None,True,True,'free',27.969764,-82.829336
MzBXuXfCZi2VJ-ZKPAfdvw,Auntie Anne's,Willow Grove,PA,2.5,6,Pretzels,True,,,,40.1403336543,-75.1235461638
4NjPz9bJzll1FMIi2bw8HA,Sonam,Philadelphia,PA,4.5,9,Tapas Bars,False,False,True,,39.9412971,-75.1466064
1CRaUspmxoegNBUnLkBAyA,Li Chinese Reaturant,Swansea,IL,3.0,27,Chinese,True,False,False,'no',38.5443273542,-89.9841293629
hn3Rg2JrhQoDJBEhrpuwWg,Granite City Food & Brewery,Franklin,TN,3.5,356,American (New),True,True,True,'free',35.933616,-86.821486
71q2UD1A7KL2q4AA8mPobQ,Urban Eats,Saint Louis,MO,4.0,88,Pizza,True,True,True,u'free',38.5808008,-90.2410679
7R_LxvRPu3qMc8xMhP0POw,Mo's a Place For Steaks,Indianapolis,IN,4.5,42,Steakhouses,False,False,True,u'free',39.7654422471,-86.1573568352
g4KzJc8y7BhW66ieNIwJEA,The Old Spaghetti Factory,Nashville,TN,3.0,288,Italian,True,False,True,u'no',36.1639095897,-86.7758031111
iyI-PmAhYEktWu81_p3ukw,Subway,Tarpon Springs,FL,3.5,6,Sandwiches,True,True,False,,28.146935335,-82.7414761083
YgMZm_alGFUeQO4hz9X9VA,Earl's New American,New Hope,PA,3.5,135,American (New),False,True,True,u'free',40.3475793,-75.0298548
ScamTi0JLrr9in8SwiJ4nw,Steak N' Shake,Indianapolis,IN,2.0,12,American (New),True,False,False,,39.6522882,-86.2084465
_4VrDSmqabnuqwaQlOI6-w,IHOP,Florissant,MO,2.5,34,Breakfast & Brunch,True,False,False,'no',38.79529,-90.34097
m1EGAIfFEN9nG2_bJqnAcQ,Sushi Minato,Reno,NV,4.0,231,Sushi Bars,False,False,True,u'free',39.4770062,-119.7825078
5XXFFeHDa-lb-OcXGDKXpg,Bartaco,King of Prussia,PA,4.5,313,Tacos,True,None,False,u'free',40.0883652258,-75.3884107669
4ib9kGHlwqWPalWjh-dZhQ,Yama-Taiyo Japanese Cuisine & Sushi Bar,Palm Harbor,FL,4.0,49,Japanese,True,False,True,u'no',28.09319,-82.771565
5R6YO6K9PkthkTbXqV9slQ,Sakura Japanese Restaurant,Wilmington,DE,4.0,86,Japanese,True,,,,39.7229310921,-75.6620611
-TRXiliBZ2O2_BKyKQ32HA,Gyro Shack,Boise,ID,4.0,67,Sandwiches,True,True,False,u'no',43.6562033682,-116.2585391
uxJRSGuOpTv4g7U7gWANyw,Pizza Hut,Clearwater,FL,3.0,9,Chicken Wings,,,,,27.9179833,-82.734651
TO_Ha3HG_qETaDN8-yOVxg,Penllyn Pizza,Blue Bell,PA,2.5,23,Pizza,True,False,False,u'free',40.1708178,-75.2453082
wn1rS1Ga9xZ1BIMffnJW5A,Applebee's Grill + Bar,Sicklerville,NJ,2.5,39,Fast Food,True,False,False,u'free',39.748982,-74.990204
rLSnt_I-JBH6f1kQ2j0uFg,Aston Pizza Company,Aston,PA,3.5,34,Pizza,True,True,False,u'free',39.8723666123,-75.444536709
aFOXqgKSeSCvq4UU0rPdHA,El Manjar,Tampa,FL,4.0,17,Latin American,False,,False,,28.0153977,-82.4855275
H3p3b8nbB3OtIfQyQGKDkg,Eet Gud Bakery,Trenton,NJ,4.5,78,Bakeries,True,False,False,u'free',40.228034,-74.709329
rL68WmPRYvmSjRaQUoKwkQ,Social Gastropub,Edwardsville,IL,3.5,131,Gastropubs,False,True,True,u'free',38.7848922,-89.97915449999999
AY1SyySRyTnBwBdf7qfGxQ,Citi Market place,Philadelphia,PA,4.5,86,Grocery,False,False,False,u'no',39.9489105,-75.1630155
9XpU6r6ATXSWYfbU7kibaQ,Passero's Coffee Roasters,Philadelphia,PA,4.5,91,Coffee & Tea,False,False,False,u'free',39.9542012,-75.1674658
8QJTzIaR5FceGds8HBSIig,Barrio Brewing,Tucson,AZ,4.0,611,Sports Bars,None,True,False,u'free',32.214412,-110.9595118
fRdJbbQk05UctAAX8v4uFA,Marco Polo's Pizza,Nashville,TN,2.0,28,Burgers,True,True,False,u'free',36.1875154,-86.8213698
4LuzS6VevvwSmB71KbGyVQ,Waffle House,Mount Juliet,TN,3.0,29,American (Traditional),False,False,False,'no',36.168351,-86.5146751
cAqNakznheceKWMs62lUKg,Fitlife Foods - Wesley Chapel,Wesley Chapel,FL,4.5,18,Specialty Food,True,,False,,28.183548436,-82.3545080423
Ey0t4U6yqtxCeMaGPf7GcA,Brummis - the German Taste,Santa Barbara,CA,4.5,111,German,False,False,True,u'no',34.440696,-119.732304
cz0sBSp8G2R2dqE6cccbuw,Wit or Witout Cheesesteaks,Philadelphia,PA,2.5,37,Cheesesteaks,False,False,False,u'no',40.0378039,-75.0387664
UCCc31J4N8Y57RuzmInjyw,Chipotle Mexican Grill,Plainfield,IN,3.0,35,Mexican,True,True,False,,39.713921,-86.355953
4gaTCKPPSooQ7OKHkhZwiQ,Crisp Chikn,Lansdowne,PA,4.5,19,Wraps,True,False,,u'free',39.9390834669,-75.2722532
jz-A6Gq1pM-esuAEKqqSqQ,Raising Cane's Chicken Fingers- Arnold,Arnold,MO,3.5,26,Fast Food,False,,False,'no',38.4403418,-90.3734194
g-0-_hPz-yr_f4gBFbX2Ow,Kim's Cuban Sandwich Shop,Seffner,FL,4.0,39,Latin American,True,True,False,u'free',27.981183,-82.29767
Lro-qULT-oa4Oz36p1yTwA,Johnny G's Pizza,Philadelphia,PA,3.0,11,Pizza,True,False,False,u'no',40.0618893,-75.0832513
Zm3X8i9GsYaxdWHlI-WQwg,Eleven Cafē,Tucson,AZ,5.0,21,Coffee & Tea,False,True,,u'free',32.2226061406,-110.9721927976
yfL0PSbSPeOb5QQ5uvGjrw,Hy-Ho Cafe,Belleville,IL,3.0,5,Cafes,False,False,,,38.502124,-89.985367
dqqpF3nD9OAyJkrMs4jNdQ,Capone's Southside Cucina,Fenton,MO,3.0,19,Diners,False,True,True,'no',38.5129249,-90.4396664
ppV8AwESFjlG5FSRXdvtyg,LouVino,Indianapolis,IN,4.5,236,Wine Bars,True,True,True,u'free',39.7748769,-86.1499074
ju4YP8SLdR_BmWr_-Xh83Q,Phamous Cafe,Goleta,CA,4.0,220,Vietnamese,False,None,False,'free',34.428242,-119.876408
gEJ3a8-m6VB827e6GHromw,Sauce on the Side,St. Louis,MO,4.5,232,Salad,True,True,False,'free',38.6271043879,-90.2566847205
i7LerGjkoxNPrlJ1oJpbXw,Red Lobster,Langhorne,PA,3.0,77,Seafood,True,False,True,'free',40.178285,-74.880187
Q4q9xFDxErreYTMrRshP_Q,Tijuana Flats,Clearwater,FL,3.5,89,Mexican,True,True,False,'no',28.01992,-82.732923
sdUQjlWN9y6yowVcvqomnw,La Spezia Italian Cafe,Nashville,TN,3.0,12,Cafes,True,True,False,'paid',36.0464907,-86.7133917
vOgQnvKbE4nMopFTjoL8Gg,Watermark Restaurant,Nashville,TN,4.0,296,Lounges,False,True,True,u'free',36.1522693592,-86.7850399017
qdpdUjdkEUpzYDdce2yZng,Plaza Deli,Santa Barbara,CA,4.0,188,Sandwiches,False,True,False,u'no',34.436708,-119.748708
z06yuwkwWjgXAxnlZKg1yw,Popeyes Louisiana Kitchen,Tampa,FL,2.0,28,American (Traditional),True,False,False,'no',28.069558,-82.433814
SKph9ovzvVSNzNFICgKb1Q,Union Burger,Clearwater,FL,2.5,42,Burgers,False,True,False,'paid',27.9800395966,-82.8279495239
5BWh2ViME8lAm1G1SDVtSg,The Red Piano,Edmonton,AB,3.0,73,Jazz & Blues,False,False,True,,53.5224395,-113.6218728
jrXGF0GlXZZgA__9PSPt1w,Clancy's By The Creek,Brooklawn,NJ,3.5,21,Pubs,False,True,True,u'free',39.8756754,-75.1207411
Jr90GZ4uthyYp7407eyutQ,Sea Dog Cantina,Gulfport,FL,3.5,63,Cocktail Bars,True,True,,u'free',27.7414706131,-82.70766
Ah7mpTWpdflSaCZHKHx8Dg,Yori's Church Street Bakery,West Chester,PA,4.5,86,Breakfast & Brunch,True,None,False,,39.9595399,-75.605789
GvRA736fSqNZPe_OJRCt-w,Pranzo Jersey Italian Cafe,Nashville,TN,4.0,6,Coffee & Tea,True,True,False,,36.1524547,-86.7923114
5jXiZ23pb-xf457uNM2yZg,LJ Thai Sushi,Nashville,TN,5.0,8,Thai,None,True,,,36.1413036,-86.8822837
Yl4Am6NhqWo_YMmo1SyU5A,Domino's Pizza,Philadelphia,PA,2.0,5,Pizza,,,,,39.9453395,-75.238934
EQ-TZ2eeD_E0BHuvoaeG5Q,Milktooth,Indianapolis,IN,4.0,1379,Beer,None,True,False,'free',39.7591692208,-86.146494347
pAnGtLoIkTplo2SnnrllTw,MadaVera's Original Hero & Bakery,Spring Hill,FL,4.5,18,Delis,True,True,False,u'free',28.4651156061,-82.6194488956
TrBIfq2XPO854CcnaOULIw,North 53,Edmonton,AB,3.5,72,Beer,False,False,True,u'no',53.5444631659,-113.5361104595
e86IBzGCsrnhJbD_wELj7w,Herbie's Vintage 72,Saint Louis,MO,3.5,141,Gluten-Free,True,False,True,u'free',38.6488432,-90.2610791
oqP1oQEycpp4J6u5YebRoQ,American Social,Tampa,FL,3.5,768,American (Traditional),True,True,True,'free',27.9387071894,-82.4547521292
2wwhMKlfpOd0dpk_AQdt8w,Leonardo Trattoria,New Orleans,LA,2.5,29,Italian,,True,True,,29.9472031,-90.0714312
ld1b8y_PHH6Mn_e7T0u04g,Gachi Sushi and Noodle,Philadelphia,PA,4.0,95,Noodles,False,False,False,u'free',39.8946117,-75.2292952
c6xp1swmd-_P87kt3xggDA,Taco Bell,Alton,IL,1.0,16,Fast Food,True,,,,38.888951,-90.17685
